pathway	gene1	gene2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR52N1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4F5
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2A4
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4K1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR5AC2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR11H1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4F17
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4K15
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR8J3
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR51G2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR51E2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4P4
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4C15
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4A5
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4A16
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4A15
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2AE1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR4F16
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR6N2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR6K2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2G3
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2G2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2C3
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR5V1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR2B2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR12D3
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1A1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1D4
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1D5
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1E1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1E2
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR1G1
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR3A3
Olfactory transduction - Homo sapiens (human)	ADRBK2	OR6A2
Olfactory transduction - Homo sapiens (human)	OR1Q1	GNAL
Olfactory transduction - Homo sapiens (human)	OR7D2	GNAL
Olfactory transduction - Homo sapiens (human)	CALML6	PDE1C
Olfactory transduction - Homo sapiens (human)	CALML6	CAMK2A
Olfactory transduction - Homo sapiens (human)	CALML6	CAMK2B
Olfactory transduction - Homo sapiens (human)	CALML6	CAMK2D
Olfactory transduction - Homo sapiens (human)	CALML6	CAMK2G
Olfactory transduction - Homo sapiens (human)	OR56B4	GNAL
Olfactory transduction - Homo sapiens (human)	OR8U1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C16	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C11	GNAL
Olfactory transduction - Homo sapiens (human)	OR4S2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C6	GNAL
Olfactory transduction - Homo sapiens (human)	OR5D14	GNAL
Olfactory transduction - Homo sapiens (human)	OR5L1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5D18	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AS1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8K5	GNAL
Olfactory transduction - Homo sapiens (human)	OR5T2	GNAL
Olfactory transduction - Homo sapiens (human)	OR8H1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8K3	GNAL
Olfactory transduction - Homo sapiens (human)	OR8J1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5R1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M3	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M8	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M11	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AR1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8B12	GNAL
Olfactory transduction - Homo sapiens (human)	OR8G5	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G8	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G9	GNAL
Olfactory transduction - Homo sapiens (human)	OR10S1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6T1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D5	GNAL
Olfactory transduction - Homo sapiens (human)	OR6Q1	GNAL
Olfactory transduction - Homo sapiens (human)	OR9I1	GNAL
Olfactory transduction - Homo sapiens (human)	OR9Q1	GNAL
Olfactory transduction - Homo sapiens (human)	OR9Q2	GNAL
Olfactory transduction - Homo sapiens (human)	OR1S2	GNAL
Olfactory transduction - Homo sapiens (human)	OR1S1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10Q1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5B17	GNAL
Olfactory transduction - Homo sapiens (human)	OR5B21	GNAL
Olfactory transduction - Homo sapiens (human)	OR5A2	GNAL
Olfactory transduction - Homo sapiens (human)	OR5A1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D6	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D11	GNAL
Olfactory transduction - Homo sapiens (human)	OR52A1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C74	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C3	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T6	GNAL
Olfactory transduction - Homo sapiens (human)	OR1L4	GNAL
Olfactory transduction - Homo sapiens (human)	OR52B2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C3	GNAL
Olfactory transduction - Homo sapiens (human)	OR4S1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51F1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1C1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1A2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2F1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2B6	GNAL
Olfactory transduction - Homo sapiens (human)	OR1J4	GNAL
Olfactory transduction - Homo sapiens (human)	OR2M4	GNAL
Olfactory transduction - Homo sapiens (human)	OR2L2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2K2	GNAL
Olfactory transduction - Homo sapiens (human)	OR7A17	GNAL
Olfactory transduction - Homo sapiens (human)	OR5L2	GNAL
Olfactory transduction - Homo sapiens (human)	OR5K1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10J1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8G2	GNAL
Olfactory transduction - Homo sapiens (human)	OR8B8	GNAL
Olfactory transduction - Homo sapiens (human)	OR8G1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10A3	GNAL
Olfactory transduction - Homo sapiens (human)	OR12D2	GNAL
Olfactory transduction - Homo sapiens (human)	OR11A1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10H3	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G3	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G2	GNAL
Olfactory transduction - Homo sapiens (human)	OR10H2	GNAL
Olfactory transduction - Homo sapiens (human)	OR10H1	GNAL
Olfactory transduction - Homo sapiens (human)	OR7C2	GNAL
Olfactory transduction - Homo sapiens (human)	OR7A5	GNAL
Olfactory transduction - Homo sapiens (human)	OR7C1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4F4	GNAL
Olfactory transduction - Homo sapiens (human)	OR4F3	GNAL
Olfactory transduction - Homo sapiens (human)	OR4E2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2W1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2J2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2H1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1L3	GNAL
Olfactory transduction - Homo sapiens (human)	OR1L1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1J2	GNAL
Olfactory transduction - Homo sapiens (human)	GNAL	ADCY3
Olfactory transduction - Homo sapiens (human)	GNAL	PDC
Olfactory transduction - Homo sapiens (human)	OR51B5	GNAL
Olfactory transduction - Homo sapiens (human)	OR10AG1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5J2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C13	GNAL
Olfactory transduction - Homo sapiens (human)	OR4C12	GNAL
Olfactory transduction - Homo sapiens (human)	OR51V1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8D1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8D2	GNAL
Olfactory transduction - Homo sapiens (human)	OR8B4	GNAL
Olfactory transduction - Homo sapiens (human)	OR9G4	GNAL
Olfactory transduction - Homo sapiens (human)	OR10A4	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C6	GNAL
Olfactory transduction - Homo sapiens (human)	OR4N4	GNAL
Olfactory transduction - Homo sapiens (human)	OR2Z1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10H5	GNAL
Olfactory transduction - Homo sapiens (human)	OR2L13	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AT1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2V2	GNAL
Olfactory transduction - Homo sapiens (human)	OR13C9	GNAL
Olfactory transduction - Homo sapiens (human)	OR13D1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8D4	GNAL
Olfactory transduction - Homo sapiens (human)	OR5F1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AP2	GNAL
Olfactory transduction - Homo sapiens (human)	OR52L1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2AG2	GNAL
Olfactory transduction - Homo sapiens (human)	OR52B6	GNAL
Olfactory transduction - Homo sapiens (human)	OR2AT4	GNAL
Olfactory transduction - Homo sapiens (human)	OR10A2	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C2	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C4	GNAL
Olfactory transduction - Homo sapiens (human)	OR8S1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6S1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6F1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2W3	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T8	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T3	GNAL
Olfactory transduction - Homo sapiens (human)	OR10R2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T29	GNAL
Olfactory transduction - Homo sapiens (human)	OR6V1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A12	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1J1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1B1	GNAL
Olfactory transduction - Homo sapiens (human)	OR13H1	GNAL
Olfactory transduction - Homo sapiens (human)	OR56B1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6B2	GNAL
Olfactory transduction - Homo sapiens (human)	OR52K1	GNAL
Olfactory transduction - Homo sapiens (human)	OR52I1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51D1	GNAL
Olfactory transduction - Homo sapiens (human)	OR52A5	GNAL
Olfactory transduction - Homo sapiens (human)	OR51B6	GNAL
Olfactory transduction - Homo sapiens (human)	OR51M1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51Q1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51I1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51I2	GNAL
Olfactory transduction - Homo sapiens (human)	OR52D1	GNAL
Olfactory transduction - Homo sapiens (human)	OR52H1	GNAL
Olfactory transduction - Homo sapiens (human)	OR52N4	GNAL
Olfactory transduction - Homo sapiens (human)	OR52N5	GNAL
Olfactory transduction - Homo sapiens (human)	OR52N2	GNAL
Olfactory transduction - Homo sapiens (human)	OR52E6	GNAL
Olfactory transduction - Homo sapiens (human)	OR52E8	GNAL
Olfactory transduction - Homo sapiens (human)	OR52E4	GNAL
Olfactory transduction - Homo sapiens (human)	OR56A3	GNAL
Olfactory transduction - Homo sapiens (human)	LOC390084	GNAL
Olfactory transduction - Homo sapiens (human)	OR10A6	GNAL
Olfactory transduction - Homo sapiens (human)	OR4X1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5D13	GNAL
Olfactory transduction - Homo sapiens (human)	OR5D16	GNAL
Olfactory transduction - Homo sapiens (human)	OR8H2	GNAL
Olfactory transduction - Homo sapiens (human)	OR8H3	GNAL
Olfactory transduction - Homo sapiens (human)	OR5T3	GNAL
Olfactory transduction - Homo sapiens (human)	OR5T1	GNAL
Olfactory transduction - Homo sapiens (human)	OR8K1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M9	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M10	GNAL
Olfactory transduction - Homo sapiens (human)	OR5M1	GNAL
Olfactory transduction - Homo sapiens (human)	OR9G1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AK2	GNAL
Olfactory transduction - Homo sapiens (human)	OR5B12	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AN1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D10	GNAL
Olfactory transduction - Homo sapiens (human)	OR4D9	GNAL
Olfactory transduction - Homo sapiens (human)	OR10V1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6X1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6M1	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G4	GNAL
Olfactory transduction - Homo sapiens (human)	OR10G7	GNAL
Olfactory transduction - Homo sapiens (human)	OR8A1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C75	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C76	GNAL
Olfactory transduction - Homo sapiens (human)	OR6C70	GNAL
Olfactory transduction - Homo sapiens (human)	OR4N2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4K2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4K13	GNAL
Olfactory transduction - Homo sapiens (human)	OR4K17	GNAL
Olfactory transduction - Homo sapiens (human)	OR4N5	GNAL
Olfactory transduction - Homo sapiens (human)	OR11G2	GNAL
Olfactory transduction - Homo sapiens (human)	OR11H4	GNAL
Olfactory transduction - Homo sapiens (human)	OR5AU1	GNAL
Olfactory transduction - Homo sapiens (human)	OR4M2	GNAL
Olfactory transduction - Homo sapiens (human)	OR4F6	GNAL
Olfactory transduction - Homo sapiens (human)	OR4F15	GNAL
Olfactory transduction - Homo sapiens (human)	OR7G2	GNAL
Olfactory transduction - Homo sapiens (human)	OR7G3	GNAL
Olfactory transduction - Homo sapiens (human)	OR7A10	GNAL
Olfactory transduction - Homo sapiens (human)	OR10K2	GNAL
Olfactory transduction - Homo sapiens (human)	OR10K1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6Y1	GNAL
Olfactory transduction - Homo sapiens (human)	OR6K3	GNAL
Olfactory transduction - Homo sapiens (human)	OR11L1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2L8	GNAL
Olfactory transduction - Homo sapiens (human)	OR2AK2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2L3	GNAL
Olfactory transduction - Homo sapiens (human)	OR2M2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T33	GNAL
Olfactory transduction - Homo sapiens (human)	OR2M7	GNAL
Olfactory transduction - Homo sapiens (human)	OR2G6	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A25	GNAL
Olfactory transduction - Homo sapiens (human)	OR13J1	GNAL
Olfactory transduction - Homo sapiens (human)	OR13C2	GNAL
Olfactory transduction - Homo sapiens (human)	OR1L6	GNAL
Olfactory transduction - Homo sapiens (human)	OR5C1	GNAL
Olfactory transduction - Homo sapiens (human)	OR1K1	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A5	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A7	GNAL
Olfactory transduction - Homo sapiens (human)	OR51T1	GNAL
Olfactory transduction - Homo sapiens (human)	OR51A4	GNAL
Olfactory transduction - Homo sapiens (human)	OR51A2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2T5	GNAL
Olfactory transduction - Homo sapiens (human)	OR5BU1	GNAL
Olfactory transduction - Homo sapiens (human)	OR5K2	GNAL
Olfactory transduction - Homo sapiens (human)	OR2A42	GNAL
Olfactory transduction - Homo sapiens (human)	ARRB2	OR5I1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52E2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52J3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR51L1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR51A7
Olfactory transduction - Homo sapiens (human)	ARRB2	OR51S1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR51F2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52R1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4C46
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4X2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4B1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52M1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52K2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR5P2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR5P3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR8I2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2D3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2D2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52W1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR56A4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR56A1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10P1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10AD1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10A7
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4K14
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4L1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR11H6
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4D2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR7D4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR7G1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1M1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1I1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10H4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2M5
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2M3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2T12
Olfactory transduction - Homo sapiens (human)	ARRB2	OR5BF1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2T34
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2T10
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2T4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2T11
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10J5
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2B11
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10T2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10X1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10Z1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR6K6
Olfactory transduction - Homo sapiens (human)	ARRB2	OR6N1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR9A4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2Y1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR9A2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2A14
Olfactory transduction - Homo sapiens (human)	ARRB2	OR6B1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2F2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR13C5
Olfactory transduction - Homo sapiens (human)	ARRB2	OR13C8
Olfactory transduction - Homo sapiens (human)	ARRB2	OR13C3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR13C4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR13F1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1L8
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1N2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1N1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52B4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR52I2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR51E1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR10A5
Olfactory transduction - Homo sapiens (human)	ARRB2	OR2AG1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR6B3
Olfactory transduction - Homo sapiens (human)	ARRB2	OR1Q1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR7D2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR56B4
Olfactory transduction - Homo sapiens (human)	ARRB2	OR8U1
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4C16
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4C11
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4S2
Olfactory transduction - Homo sapiens (human)	ARRB2	OR4C6
Olfactory transduction - Homo sapiens (human)	ARRB2	OR5D14
